fact,explanation,action,gen_time
"[-0.19570485, 0.75212544, -0.033212733, -0.020246172, 0.006177827, 0.041968532, 0.0, 0.0]","[-0.020304013, 1.4032229, -0.3302468, -0.12337573, 0.0179409, 0.014620935, 0.0, 0.0]",2,11.221518993377686
"[-0.19570485, 0.75212544, -0.033212733, -0.020246172, 0.006177827, 0.041968532, 0.0, 0.0]","[-0.04705591, 1.4560442, -0.78222746, 0.31816158, 0.032308117, 0.038746066, 0.0, 0.0]",2,11.221518993377686
"[-0.23425703, 1.2289426, 0.03832335, -0.05661775, 0.51981914, -0.02077641, 0.0, 0.0]","[0.047776125, 1.4612955, 0.7873019, 0.30698854, -0.051832832, -0.10086969, 0.0, 0.0]",3,10.287321090698242
"[-0.23425703, 1.2289426, 0.03832335, -0.05661775, 0.51981914, -0.02077641, 0.0, 0.0]","[0.044400312, 1.4554633, 0.73342025, 0.28166822, -0.030072767, -0.051199667, 0.0, 0.0]",3,10.287321090698242
"[-0.23425703, 1.2289426, 0.03832335, -0.05661775, 0.51981914, -0.02077641, 0.0, 0.0]","[0.042202186, 1.4155632, 0.6846368, -0.03122295, -0.035116166, -0.017365994, 0.0, 0.0]",3,10.287321090698242
"[-0.23425703, 1.2289426, 0.03832335, -0.05661775, 0.51981914, -0.02077641, 0.0, 0.0]","[0.042593956, 1.391846, 0.6898143, -0.20802256, -0.028951265, 0.0042017777, 0.0, 0.0]",3,10.287321090698242
"[-0.23425703, 1.2289426, 0.03832335, -0.05661775, 0.51981914, -0.02077641, 0.0, 0.0]","[-0.017046547, 1.339308, -0.29545388, -0.5072246, 0.007297168, 0.0046709836, 0.0, 0.0]",3,10.287321090698242
"[-0.23425703, 1.2289426, 0.03832335, -0.05661775, 0.51981914, -0.02077641, 0.0, 0.0]","[0.030337716, 1.3734734, 0.48281246, -0.314468, -0.018902995, -0.010785069, 0.0, 0.0]",3,10.287321090698242
"[-0.07999544, 0.79617447, -0.0033436469, 0.011205609, -0.0010109661, 0.023952337, 0.0, 0.0]","[-0.002713871, 1.3451355, -0.073858485, -0.46532038, 0.0068748384, 0.023993233, 0.0, 0.0]",0,10.842716693878174
"[-0.07999544, 0.79617447, -0.0033436469, 0.011205609, -0.0010109661, 0.023952337, 0.0, 0.0]","[0.046328545, 1.4502721, 0.7681949, 0.23344824, -0.04183228, -0.08967168, 0.0, 0.0]",0,10.842716693878174
"[-0.07999544, 0.79617447, -0.0033436469, 0.011205609, -0.0010109661, 0.023952337, 0.0, 0.0]","[0.034121227, 1.3436587, 0.58232665, -0.48581475, -0.026678069, -0.044376295, 0.0, 0.0]",0,10.842716693878174
"[-0.07999544, 0.79617447, -0.0033436469, 0.011205609, -0.0010109661, 0.023952337, 0.0, 0.0]","[0.042783834, 1.3893707, 0.69334584, -0.22078235, -0.03403429, -0.023637623, 0.0, 0.0]",0,10.842716693878174
"[-0.07999544, 0.79617447, -0.0033436469, 0.011205609, -0.0010109661, 0.023952337, 0.0, 0.0]","[0.021392155, 1.3612978, 0.3788777, -0.32291898, -0.02238372, -0.05827426, 0.0, 0.0]",0,10.842716693878174
"[0.011117649, 1.3799152, 0.06938295, -0.03748898, 0.013380609, 0.015914856, 0.0, 0.0]","[0.039711572, 1.3782886, 0.64470845, -0.29835993, -0.033053506, -0.028687969, 0.0, 0.0]",2,11.995484352111816
"[0.011117649, 1.3799152, 0.06938295, -0.03748898, 0.013380609, 0.015914856, 0.0, 0.0]","[-0.019256879, 1.4343923, -0.30730695, 0.10726678, 0.016304806, -0.011699233, 0.0, 0.0]",2,11.995484352111816
"[0.011117649, 1.3799152, 0.06938295, -0.03748898, 0.013380609, 0.015914856, 0.0, 0.0]","[-0.035432816, 1.3982005, -0.5753668, -0.16015467, 0.030575639, 0.019663086, 0.0, 0.0]",2,11.995484352111816
"[0.011117649, 1.3799152, 0.06938295, -0.03748898, 0.013380609, 0.015914856, 0.0, 0.0]","[-0.03712835, 1.4670327, -0.61386955, 0.35815716, 0.032539442, 0.07849522, 0.0, 0.0]",2,11.995484352111816
"[0.011117649, 1.3799152, 0.06938295, -0.03748898, 0.013380609, 0.015914856, 0.0, 0.0]","[0.04407511, 1.4551439, 0.7313429, 0.26072332, -0.035410404, -0.08047782, 0.0, 0.0]",2,11.995484352111816
"[-0.22303705, 0.84326434, -0.044830404, -0.06913255, -0.023508195, 0.015654951, 0.0, 0.0]","[0.044740774, 1.3804924, 0.73264086, -0.29086858, -0.035812218, -0.041961003, 0.0, 0.0]",2,9.889045476913452
"[-0.22303705, 0.84326434, -0.044830404, -0.06913255, -0.023508195, 0.015654951, 0.0, 0.0]","[0.04605465, 1.36237, 0.74506843, -0.4151905, -0.0340431, -0.009826722, 0.0, 0.0]",2,9.889045476913452
"[-0.22303705, 0.84326434, -0.044830404, -0.06913255, -0.023508195, 0.015654951, 0.0, 0.0]","[-0.027283479, 1.445368, -0.44679078, 0.18896279, 0.027287824, 0.04014198, 0.0, 0.0]",2,9.889045476913452
"[-0.39311084, 0.39677468, 0.061873086, -0.09199885, 0.022290789, -0.00031497114, 0.0, 0.0]","[0.031105995, 1.3792812, 0.5042665, -0.30081752, -0.028080039, -0.017325899, 0.0, 0.0]",3,10.946407318115234
"[-0.39311084, 0.39677468, 0.061873086, -0.09199885, 0.022290789, -0.00031497114, 0.0, 0.0]","[0.006081009, 1.3794923, 0.09639198, -0.19939488, -0.009119211, -0.008378351, 0.0, 0.0]",3,10.946407318115234
"[-0.39311084, 0.39677468, 0.061873086, -0.09199885, 0.022290789, -0.00031497114, 0.0, 0.0]","[-0.009190464, 1.3535509, -0.15685546, -0.38934186, -0.0044554123, -0.02811653, 0.0, 0.0]",3,10.946407318115234
"[-0.39311084, 0.39677468, 0.061873086, -0.09199885, 0.022290789, -0.00031497114, 0.0, 0.0]","[0.03866539, 1.3748326, 0.6197764, -0.3242424, -0.025110275, 0.024262829, 0.0, 0.0]",3,10.946407318115234
"[-0.39311084, 0.39677468, 0.061873086, -0.09199885, 0.022290789, -0.00031497114, 0.0, 0.0]","[0.027889442, 1.4272203, 0.47243324, 0.14421974, -0.03189294, -0.10644819, 0.0, 0.0]",3,10.946407318115234
"[-0.15790233, 0.0714326, 0.083657406, -0.08745418, 0.019129528, 0.040859975, 0.0, 0.0]","[0.04595957, 1.4109834, 0.75173664, -0.06573133, -0.041030448, -0.051069885, 0.0, 0.0]",2,11.70340633392334
"[-0.15790233, 0.0714326, 0.083657406, -0.08745418, 0.019129528, 0.040859975, 0.0, 0.0]","[-0.03884592, 1.4162151, -0.63650185, -0.018746557, 0.022567876, 0.0019844524, 0.0, 0.0]",2,11.70340633392334
"[-0.15790233, 0.0714326, 0.083657406, -0.08745418, 0.019129528, 0.040859975, 0.0, 0.0]","[-0.042557813, 1.4649994, -0.68986744, 0.35108784, 0.025262164, 0.02560612, 0.0, 0.0]",2,11.70340633392334
"[-0.15790233, 0.0714326, 0.083657406, -0.08745418, 0.019129528, 0.040859975, 0.0, 0.0]","[0.046465494, 1.3748538, 0.75313425, -0.33323744, -0.023530854, 0.023550482, 0.0, 0.0]",2,11.70340633392334
"[-0.15790233, 0.0714326, 0.083657406, -0.08745418, 0.019129528, 0.040859975, 0.0, 0.0]","[0.034195423, 1.3894987, 0.5584661, -0.22497593, -0.02968749, -0.032345794, 0.0, 0.0]",2,11.70340633392334
"[0.026107216, 0.51886463, -0.0325702, 0.01949098, -0.052167404, -0.06499456, 0.0, 0.0]","[-0.004177666, 1.433332, -0.07431148, 0.10701585, 0.004502586, 0.044329368, 0.0, 0.0]",2,9.97049069404602
"[0.026107216, 0.51886463, -0.0325702, 0.01949098, -0.052167404, -0.06499456, 0.0, 0.0]","[0.041168023, 1.398896, 0.66374, -0.1558672, -0.016323281, 0.04692308, 0.0, 0.0]",2,9.97049069404602
"[0.026107216, 0.51886463, -0.0325702, 0.01949098, -0.052167404, -0.06499456, 0.0, 0.0]","[0.031140232, 1.457732, 0.5250816, 0.28883973, -0.035334393, -0.11729954, 0.0, 0.0]",2,9.97049069404602
"[0.026107216, 0.51886463, -0.0325702, 0.01949098, -0.052167404, -0.06499456, 0.0, 0.0]","[-0.019577216, 1.4201896, -0.31722796, 0.002707306, 0.013741948, -0.00022641371, 0.0, 0.0]",2,9.97049069404602
"[-0.2258966, 0.20051481, 0.16418225, -0.050856307, 0.02326283, -0.0022702275, 0.0, 0.0]","[-0.0037208558, 1.4543862, -0.05576099, 0.25570443, -0.0024615976, -0.03167747, 0.0, 0.0]",2,11.626218318939209
"[-0.2258966, 0.20051481, 0.16418225, -0.050856307, 0.02326283, -0.0022702275, 0.0, 0.0]","[0.035955142, 1.372043, 0.5834208, -0.35445565, -0.032275803, -0.02170675, 0.0, 0.0]",2,11.626218318939209
"[-0.2258966, 0.20051481, 0.16418225, -0.050856307, 0.02326283, -0.0022702275, 0.0, 0.0]","[0.045524597, 1.3581327, 0.74253964, -0.45720214, -0.03534473, -0.028173963, 0.0, 0.0]",2,11.626218318939209
"[-0.2258966, 0.20051481, 0.16418225, -0.050856307, 0.02326283, -0.0022702275, 0.0, 0.0]","[-0.04149971, 1.3462365, -0.6731287, -0.5387918, 0.027997892, -0.0007182976, 0.0, 0.0]",2,11.626218318939209
"[-0.10365973, 1.0671974, -0.03473298, -0.034565043, -0.0072124735, -0.011421515, 0.0, 0.0]","[0.042051315, 1.4030823, 0.6746198, -0.124718666, -0.015490822, 0.064560845, 0.0, 0.0]",3,8.26029372215271
"[-0.10365973, 1.0671974, -0.03473298, -0.034565043, -0.0072124735, -0.011421515, 0.0, 0.0]","[0.008218479, 1.3616717, 0.12457935, -0.36018485, -0.0014349014, 0.023586074, 0.0, 0.0]",3,8.26029372215271
"[-0.10365973, 1.0671974, -0.03473298, -0.034565043, -0.0072124735, -0.011421515, 0.0, 0.0]","[0.019954491, 1.3572093, 0.3394583, -0.332625, -0.025186509, -0.08412788, 0.0, 0.0]",3,8.26029372215271
"[-0.10365973, 1.0671974, -0.03473298, -0.034565043, -0.0072124735, -0.011421515, 0.0, 0.0]","[0.014503479, 1.3542553, 0.23293725, -0.37391704, -0.02741167, -0.1162099, 0.0, 0.0]",3,8.26029372215271
"[-0.10365973, 1.0671974, -0.03473298, -0.034565043, -0.0072124735, -0.011421515, 0.0, 0.0]","[0.012308216, 1.3752203, 0.19857314, -0.2379246, -0.0161374, -0.06429098, 0.0, 0.0]",3,8.26029372215271
"[-0.4277535, 0.5647078, -0.07749085, -0.03509439, -0.024562802, 0.0039706114, 0.0, 0.0]","[0.031677723, 1.3868322, 0.5103582, -0.23629263, -0.012572813, 0.050500106, 0.0, 0.0]",2,11.122796535491943
"[-0.4277535, 0.5647078, -0.07749085, -0.03509439, -0.024562802, 0.0039706114, 0.0, 0.0]","[-0.04107227, 1.3482721, -0.6804633, -0.5256368, 0.036087062, 0.070816666, 0.0, 0.0]",2,11.122796535491943
"[-0.4277535, 0.5647078, -0.07749085, -0.03509439, -0.024562802, 0.0039706114, 0.0, 0.0]","[0.015481949, 1.4732103, 0.24262169, 0.40611333, -0.0036739246, 0.043221667, 0.0, 0.0]",2,11.122796535491943
"[-0.4277535, 0.5647078, -0.07749085, -0.03509439, -0.024562802, 0.0039706114, 0.0, 0.0]","[0.041010283, 1.3991262, 0.6637739, -0.15361364, -0.027841922, 0.005796207, 0.0, 0.0]",2,11.122796535491943
"[-0.1113287, 0.98331785, 0.0024347878, -0.020758333, -0.0042161066, 0.020775734, 0.0, 0.0]","[0.044953823, 1.3783684, 0.729283, -0.29628456, -0.03571509, -0.023286525, 0.0, 0.0]",2,11.686791896820068
"[-0.1113287, 0.98331785, 0.0024347878, -0.020758333, -0.0042161066, 0.020775734, 0.0, 0.0]","[0.04143076, 1.3750353, 0.6752311, -0.33275878, -0.030629212, -0.01956511, 0.0, 0.0]",2,11.686791896820068
"[-0.1113287, 0.98331785, 0.0024347878, -0.020758333, -0.0042161066, 0.020775734, 0.0, 0.0]","[0.022282124, 1.463243, 0.360179, 0.32146308, -0.014265634, 0.0072969175, 0.0, 0.0]",2,11.686791896820068
"[-0.1113287, 0.98331785, 0.0024347878, -0.020758333, -0.0042161066, 0.020775734, 0.0, 0.0]","[-0.042915724, 1.4003915, -0.7020666, -0.14344743, 0.04017581, 0.052821793, 0.0, 0.0]",2,11.686791896820068
"[-0.1113287, 0.98331785, 0.0024347878, -0.020758333, -0.0042161066, 0.020775734, 0.0, 0.0]","[-0.016306782, 1.437835, -0.2695189, 0.13303237, 0.022476625, 0.050276555, 0.0, 0.0]",2,11.686791896820068
"[-0.1113287, 0.98331785, 0.0024347878, -0.020758333, -0.0042161066, 0.020775734, 0.0, 0.0]","[0.027392577, 1.3966179, 0.4676535, -0.17247094, -0.023095876, -0.105536446, 0.0, 0.0]",2,11.686791896820068
"[0.042613886, 1.4534903, 0.15164554, -0.0880397, 0.021062948, 0.041794218, 0.0, 0.0]","[0.046229076, 1.3814151, 0.75718457, -0.28482354, -0.045348726, -0.06638099, 0.0, 0.0]",3,9.197169065475464
"[0.042613886, 1.4534903, 0.15164554, -0.0880397, 0.021062948, 0.041794218, 0.0, 0.0]","[0.0055016517, 1.3773348, 0.07707808, -0.2119294, 0.002663829, 0.034657393, 0.0, 0.0]",3,9.197169065475464
"[0.042613886, 1.4534903, 0.15164554, -0.0880397, 0.021062948, 0.041794218, 0.0, 0.0]","[0.012235165, 1.3620074, 0.20647287, -0.31126025, -0.010476935, -0.03515618, 0.0, 0.0]",3,9.197169065475464
"[0.042613886, 1.4534903, 0.15164554, -0.0880397, 0.021062948, 0.041794218, 0.0, 0.0]","[0.04537506, 1.4229311, 0.75553304, 0.08542592, -0.033229776, -0.05513238, 0.0, 0.0]",3,9.197169065475464
"[0.042613886, 1.4534903, 0.15164554, -0.0880397, 0.021062948, 0.041794218, 0.0, 0.0]","[-0.017977428, 1.3425828, -0.32694396, -0.5052155, 0.018961295, 0.034460478, 0.0, 0.0]",3,9.197169065475464
"[-0.036515236, 0.7474328, -0.02287512, -0.011729638, -0.008463445, 0.02021243, 0.0, 0.0]","[-0.0006984711, 1.387516, -0.023649726, -0.14473963, 0.010938326, 0.05520345, 0.0, 0.0]",0,11.52065372467041
"[-0.036515236, 0.7474328, -0.02287512, -0.011729638, -0.008463445, 0.02021243, 0.0, 0.0]","[0.017840767, 1.3484828, 0.2981049, -0.4087043, -0.0075055547, -0.016903315, 0.0, 0.0]",0,11.52065372467041
"[-0.036515236, 0.7474328, -0.02287512, -0.011729638, -0.008463445, 0.02021243, 0.0, 0.0]","[0.012705612, 1.3513179, 0.23077908, -0.42837375, -0.021339962, -0.06327419, 0.0, 0.0]",0,11.52065372467041
"[-0.036515236, 0.7474328, -0.02287512, -0.011729638, -0.008463445, 0.02021243, 0.0, 0.0]","[0.03218651, 1.3778837, 0.54510486, -0.2537225, -0.03074829, -0.037978675, 0.0, 0.0]",0,11.52065372467041
"[-0.12261009, 0.18081366, 0.1778576, -0.07020812, 0.0076305578, -0.015230742, 0.0, 0.0]","[0.043081284, 1.3883386, 0.7025293, -0.22253321, -0.026759312, 0.0031628467, 0.0, 0.0]",2,10.826483011245728
"[-0.12261009, 0.18081366, 0.1778576, -0.07020812, 0.0076305578, -0.015230742, 0.0, 0.0]","[0.03727741, 1.3798335, 0.6035777, -0.29607293, -0.03151528, -0.012001591, 0.0, 0.0]",2,10.826483011245728
"[-0.12261009, 0.18081366, 0.1778576, -0.07020812, 0.0076305578, -0.015230742, 0.0, 0.0]","[0.031794738, 1.412699, 0.5092174, -0.0022945444, -0.022691896, -0.051513888, 0.0, 0.0]",2,10.826483011245728
"[-0.12261009, 0.18081366, 0.1778576, -0.07020812, 0.0076305578, -0.015230742, 0.0, 0.0]","[-0.03317976, 1.375174, -0.5417831, -0.33134118, 0.03371387, 0.043995567, 0.0, 0.0]",2,10.826483011245728
"[-0.12261009, 0.18081366, 0.1778576, -0.07020812, 0.0076305578, -0.015230742, 0.0, 0.0]","[-0.041885853, 1.468941, -0.686814, 0.36301646, 0.030283486, 0.03461165, 0.0, 0.0]",2,10.826483011245728
"[-0.12261009, 0.18081366, 0.1778576, -0.07020812, 0.0076305578, -0.015230742, 0.0, 0.0]","[-0.029450035, 1.365026, -0.47151676, -0.38683873, 0.025816334, 0.014409965, 0.0, 0.0]",2,10.826483011245728
"[0.006350803, 1.1840603, -0.08442872, -0.071893625, -0.0017853065, -0.016051728, 0.0, 0.0]","[0.006968498, 1.4156632, 0.10756993, -0.031410083, -0.011876955, 0.0029287653, 0.0, 0.0]",2,10.83629846572876
"[0.006350803, 1.1840603, -0.08442872, -0.071893625, -0.0017853065, -0.016051728, 0.0, 0.0]","[-0.035992146, 1.3814427, -0.5814432, -0.26443017, 0.023365403, 0.018885743, 0.0, 0.0]",2,10.83629846572876
"[0.006350803, 1.1840603, -0.08442872, -0.071893625, -0.0017853065, -0.016051728, 0.0, 0.0]","[-0.04240017, 1.4465373, -0.6875591, 0.19866666, 0.029961238, 0.0020221374, 0.0, 0.0]",2,10.83629846572876
"[0.006350803, 1.1840603, -0.08442872, -0.071893625, -0.0017853065, -0.016051728, 0.0, 0.0]","[-0.023033429, 1.4291022, -0.3749576, 0.068419695, 0.014555136, 0.0024353773, 0.0, 0.0]",2,10.83629846572876
"[-0.042881966, 0.44640034, 0.049153782, -0.056617387, 0.011521993, 0.00039745617, 0.0, 0.0]","[0.033201218, 1.4678699, 0.56059843, 0.3607424, -0.03549948, -0.11664611, 0.0, 0.0]",2,11.025246620178223
"[-0.042881966, 0.44640034, 0.049153782, -0.056617387, 0.011521993, 0.00039745617, 0.0, 0.0]","[0.04508381, 1.3826022, 0.73259723, -0.27591023, -0.037311804, -0.022998352, 0.0, 0.0]",2,11.025246620178223
"[-0.042881966, 0.44640034, 0.049153782, -0.056617387, 0.011521993, 0.00039745617, 0.0, 0.0]","[0.032192897, 1.3672264, 0.5362936, -0.32814646, -0.021586422, -0.038553856, 0.0, 0.0]",2,11.025246620178223
"[-0.042881966, 0.44640034, 0.049153782, -0.056617387, 0.011521993, 0.00039745617, 0.0, 0.0]","[-0.043170165, 1.3417116, -0.70764935, -0.57861686, 0.04146212, 0.061718494, 0.0, 0.0]",2,11.025246620178223
"[-0.042881966, 0.44640034, 0.049153782, -0.056617387, 0.011521993, 0.00039745617, 0.0, 0.0]","[-0.04516401, 1.422107, -0.7355384, 0.01638274, 0.03166224, 0.014437301, 0.0, 0.0]",2,11.025246620178223
"[-0.042881966, 0.44640034, 0.049153782, -0.056617387, 0.011521993, 0.00039745617, 0.0, 0.0]","[-0.027344227, 1.4301752, -0.4467805, 0.0758817, 0.022600574, 0.023719741, 0.0, 0.0]",2,11.025246620178223
"[0.30476227, 1.5467179, 0.5698608, 0.25122258, 0.2593881, 0.23131879, 0.0, 0.0]","[0.042988203, 1.4028217, 0.7064477, -0.10700036, -0.03289676, -0.023254491, 0.0, 0.0]",2,11.537540674209595
"[0.30476227, 1.5467179, 0.5698608, 0.25122258, 0.2593881, 0.23131879, 0.0, 0.0]","[0.040956687, 1.4256047, 0.70293534, 0.07519942, -0.053927068, -0.24041943, 0.0, 0.0]",2,11.537540674209595
"[0.30476227, 1.5467179, 0.5698608, 0.25122258, 0.2593881, 0.23131879, 0.0, 0.0]","[0.036658384, 1.3860403, 0.5922576, -0.25025824, -0.022981029, 0.0145996865, 0.0, 0.0]",2,11.537540674209595
"[0.30476227, 1.5467179, 0.5698608, 0.25122258, 0.2593881, 0.23131879, 0.0, 0.0]","[-0.034205914, 1.395378, -0.5602091, -0.17704013, 0.02323974, 0.017645141, 0.0, 0.0]",2,11.537540674209595
"[0.30476227, 1.5467179, 0.5698608, 0.25122258, 0.2593881, 0.23131879, 0.0, 0.0]","[-0.04500904, 1.406543, -0.73250425, -0.090722546, 0.034907255, 0.028258204, 0.0, 0.0]",2,11.537540674209595
"[0.04791536, 0.79283154, -0.025329128, -0.021563418, -0.00375322, 0.0268515, 0.0, 0.0]","[0.04411726, 1.3639084, 0.7167274, -0.41437897, -0.029942252, -0.004447051, 0.0, 0.0]",2,10.398629665374756
"[0.04791536, 0.79283154, -0.025329128, -0.021563418, -0.00375322, 0.0268515, 0.0, 0.0]","[-0.03440552, 1.4442275, -0.56389767, 0.18049319, 0.022554195, 0.021144876, 0.0, 0.0]",2,10.398629665374756
"[-0.021341037, 1.1382695, -0.119673036, -0.13939242, -0.00506239, -0.0025763442, 0.0, 0.0]","[0.01808567, 1.3369358, 0.29559344, -0.4817422, -0.022342276, -0.08675927, 0.0, 0.0]",3,11.047921657562256
"[-0.021341037, 1.1382695, -0.119673036, -0.13939242, -0.00506239, -0.0025763442, 0.0, 0.0]","[0.028266717, 1.3635769, 0.474852, -0.31696403, -0.024333125, -0.074451245, 0.0, 0.0]",3,11.047921657562256
"[-0.021341037, 1.1382695, -0.119673036, -0.13939242, -0.00506239, -0.0025763442, 0.0, 0.0]","[0.04062395, 1.4158158, 0.65751386, -0.021721853, -0.03349864, -0.023414843, 0.0, 0.0]",3,11.047921657562256
"[-0.021341037, 1.1382695, -0.119673036, -0.13939242, -0.00506239, -0.0025763442, 0.0, 0.0]","[0.014169693, 1.4656528, 0.21960673, 0.33941326, 0.0006086856, 0.06816177, 0.0, 0.0]",3,11.047921657562256
"[-0.16898346, 0.13249141, 0.035817713, -0.011279492, -0.030349035, 0.047442846, 0.0, 0.0]","[0.018667316, 1.343768, 0.3133791, -0.43106526, -0.017008867, -0.059316814, 0.0, 0.0]",0,12.186386585235596
"[-0.16898346, 0.13249141, 0.035817713, -0.011279492, -0.030349035, 0.047442846, 0.0, 0.0]","[0.046278477, 1.3887919, 0.758045, -0.23009844, -0.041257378, -0.055649895, 0.0, 0.0]",0,12.186386585235596
"[0.013736725, -0.0004140878, 0.0010953859, -0.00010520113, 0.00022673405, -0.00031443388, 1.0, 1.0]","[0.015940666, 1.4615455, 0.24861908, 0.30907884, -0.0034128483, 0.059543125, 0.0, 0.0]",0,11.61112356185913
"[0.013736725, -0.0004140878, 0.0010953859, -0.00010520113, 0.00022673405, -0.00031443388, 1.0, 1.0]","[-0.04161606, 1.4318682, -0.67448765, 0.08974265, 0.028376978, -0.0021223468, 0.0, 0.0]",0,11.61112356185913
"[0.013736725, -0.0004140878, 0.0010953859, -0.00010520113, 0.00022673405, -0.00031443388, 1.0, 1.0]","[-0.04230509, 1.4638466, -0.6951341, 0.32561988, 0.030767813, 0.041177515, 0.0, 0.0]",0,11.61112356185913
"[0.013736725, -0.0004140878, 0.0010953859, -0.00010520113, 0.00022673405, -0.00031443388, 1.0, 1.0]","[0.042002678, 1.3392164, 0.7142935, -0.526607, -0.02486342, -0.029745346, 0.0, 0.0]",0,11.61112356185913
"[-0.007896709, 0.13923556, 0.05081586, 0.015505434, 0.060486887, 0.090424225, 0.0, 0.0]","[-0.000983715, 1.3654153, 0.0026909667, -0.25795358, 0.0034916583, 0.03159672, 0.0, 0.0]",3,9.199297904968262
"[-0.007896709, 0.13923556, 0.05081586, 0.015505434, 0.060486887, 0.090424225, 0.0, 0.0]","[0.0074811936, 1.385494, 0.12902747, -0.17950495, -0.012452722, -0.03590203, 0.0, 0.0]",3,9.199297904968262
"[-0.007896709, 0.13923556, 0.05081586, 0.015505434, 0.060486887, 0.090424225, 0.0, 0.0]","[0.044425488, 1.3840466, 0.7241073, -0.26557624, -0.039787803, -0.039627068, 0.0, 0.0]",3,9.199297904968262
"[-0.007896709, 0.13923556, 0.05081586, 0.015505434, 0.060486887, 0.090424225, 0.0, 0.0]","[0.033096217, 1.4668499, 0.5450673, 0.34860057, -0.04358467, -0.08876161, 0.0, 0.0]",3,9.199297904968262
"[0.4209072, 1.1222017, -0.004075591, 0.024407608, -0.02132604, -0.3053627, 0.0, 0.0]","[-0.022011662, 1.4664011, -0.37448362, 0.35071817, 0.022745293, 0.08656347, 0.0, 0.0]",2,12.213039875030518
"[0.4209072, 1.1222017, -0.004075591, 0.024407608, -0.02132604, -0.3053627, 0.0, 0.0]","[0.03628998, 1.3739817, 0.58771706, -0.33973357, -0.03267344, -0.017529542, 0.0, 0.0]",2,12.213039875030518
"[0.4209072, 1.1222017, -0.004075591, 0.024407608, -0.02132604, -0.3053627, 0.0, 0.0]","[-0.0416914, 1.4231638, -0.67387354, 0.03095009, 0.032900672, 0.015061339, 0.0, 0.0]",2,12.213039875030518
"[-0.101529025, 1.1826898, 0.025308285, -0.03497264, -0.0033990904, 0.023847852, 0.0, 0.0]","[0.04293976, 1.3917563, 0.6990064, -0.2082877, -0.037775833, -0.032874532, 0.0, 0.0]",2,11.19719386100769
"[-0.101529025, 1.1826898, 0.025308285, -0.03497264, -0.0033990904, 0.023847852, 0.0, 0.0]","[0.044172954, 1.42039, 0.7264883, 0.0036129667, -0.048728522, -0.08977105, 0.0, 0.0]",2,11.19719386100769
"[-0.101529025, 1.1826898, 0.025308285, -0.03497264, -0.0033990904, 0.023847852, 0.0, 0.0]","[-0.044736195, 1.4154075, -0.74726063, 0.018601362, 0.03707496, 0.10953842, 0.0, 0.0]",2,11.19719386100769
"[-0.101529025, 1.1826898, 0.025308285, -0.03497264, -0.0033990904, 0.023847852, 0.0, 0.0]","[-0.04263649, 1.4076303, -0.6956017, -0.08231484, 0.027046679, 0.0023449394, 0.0, 0.0]",2,11.19719386100769
"[-0.101529025, 1.1826898, 0.025308285, -0.03497264, -0.0033990904, 0.023847852, 0.0, 0.0]","[0.00443573, 1.4332256, 0.071718074, 0.10358771, -0.001948784, 0.016167201, 0.0, 0.0]",2,11.19719386100769
"[0.24039832, 1.1271192, 0.14919427, -0.14707226, 0.11985551, -0.17910478, 0.0, 0.0]","[-0.032884218, 1.4414686, -0.5295206, 0.15980138, 0.02568904, -0.006651207, 0.0, 0.0]",2,10.84296989440918
"[0.24039832, 1.1271192, 0.14919427, -0.14707226, 0.11985551, -0.17910478, 0.0, 0.0]","[-0.03288517, 1.4507047, -0.53733176, 0.2283364, 0.030751055, 0.0379991, 0.0, 0.0]",2,10.84296989440918
"[0.24039832, 1.1271192, 0.14919427, -0.14707226, 0.11985551, -0.17910478, 0.0, 0.0]","[-0.03491993, 1.3935694, -0.5658288, -0.1878205, 0.016501674, -0.033963524, 0.0, 0.0]",2,10.84296989440918
"[0.24039832, 1.1271192, 0.14919427, -0.14707226, 0.11985551, -0.17910478, 0.0, 0.0]","[-0.014440251, 1.4159689, -0.22957191, -0.028839042, 0.010312534, -0.017361894, 0.0, 0.0]",2,10.84296989440918
"[0.24039832, 1.1271192, 0.14919427, -0.14707226, 0.11985551, -0.17910478, 0.0, 0.0]","[-0.009183312, 1.4266163, -0.13574062, 0.058030263, -0.00417472, -0.089196004, 0.0, 0.0]",2,10.84296989440918
"[-0.4943734, 1.0808185, -0.0018660724, 0.014294328, -0.0141204465, 0.008561559, 0.0, 0.0]","[0.030785179, 1.3882618, 0.5042068, -0.21259438, -0.010164458, 0.038469274, 0.0, 0.0]",2,11.013003826141357
"[-0.4943734, 1.0808185, -0.0018660724, 0.014294328, -0.0141204465, 0.008561559, 0.0, 0.0]","[0.042585947, 1.3809236, 0.692567, -0.27787492, -0.024267837, 0.018226972, 0.0, 0.0]",2,11.013003826141357
"[-0.4943734, 1.0808185, -0.0018660724, 0.014294328, -0.0141204465, 0.008561559, 0.0, 0.0]","[-0.014004993, 1.3473994, -0.23606086, -0.5049141, 0.024929455, 0.09303926, 0.0, 0.0]",2,11.013003826141357
"[-0.4943734, 1.0808185, -0.0018660724, 0.014294328, -0.0141204465, 0.008561559, 0.0, 0.0]","[-0.025164986, 1.4372625, -0.42082945, 0.12897056, 0.033644546, 0.09446719, 0.0, 0.0]",2,11.013003826141357
